Record_ID,Year,District,Crop,Season,Soil_Type,Irrigation_Type,Land_Area_Acres,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Seed_Cost_INR,Fertilizer_Cost_INR,Pesticide_Cost_INR,Labour_Cost_INR,Irrigation_Cost_INR,Other_Cost_INR,Expected_Yield_kg,Market_Price_INR_per_kg,Total_Cost_INR,Expected_Revenue_INR,Profit_INR
1288,2025,Sangli,Sugarcane,Annual,Loamy,Canal,11.35,760.1,25.1,48.3,6.78,91324.97,135201.08,39728.61,184870.39,85474.45,53904.55,466749.39,3.23,590504.05,1506480.04,915975.99
1289,2024,Sangli,Maize,Kharif,Loamy,Drip,3.0,624.1,24.2,67.8,6.27,8289.74,18686.36,7004.32,20987.04,10609.68,6264.26,10292.75,21.83,71841.41,224729.64,152888.24
1290,2020,Ahmednagar,Rice,Kharif,Alluvial,Borewell,3.01,453.5,29.9,75.1,8.0,9748.07,18874.55,9429.35,21296.82,9520.96,6482.25,8059.35,24.65,75352.01,198646.6,123294.59
1291,2023,Nashik,Onion,Rabi,Loamy,Rainfed,7.38,893.4,26.2,49.9,6.05,44323.89,56381.85,28522.47,71033.11,39746.43,23229.02,51492.02,24.19,263236.77,1245593.18,982356.41
1292,2024,Sangli,Wheat,Rabi,Alluvial,Borewell,9.6,672.1,26.6,57.2,6.57,29811.17,56695.83,27079.57,75562.32,25028.52,24946.91,30051.74,28.05,239124.31,843036.24,603911.93
1293,2024,Aurangabad,Maize,Kharif,Red,Drip,8.4,666.9,24.7,55.8,6.78,23418.1,46966.6,19675.59,66010.74,26912.03,17144.02,26332.03,19.71,200127.07,518915.11,318788.04
1294,2021,Sangli,Maize,Kharif,Loamy,Rainfed,9.73,710.9,24.1,49.0,6.41,25558.87,54104.28,20599.11,69280.89,26228.68,19022.46,30716.11,19.13,214794.28,587693.92,372899.64
1295,2022,Kolhapur,Cotton,Kharif,Loamy,Drip,11.41,1446.2,24.4,74.1,7.29,55632.58,82134.14,50289.93,108073.96,61336.08,36176.13,7970.35,62.19,393642.82,495639.4,101996.58
1296,2020,Pune,Wheat,Rabi,Alluvial,Canal,11.18,844.1,27.3,63.7,5.79,31389.38,58164.65,26538.76,66759.94,30406.76,18554.46,34537.13,25.84,231813.96,892313.47,660499.51
1297,2024,Nashik,Sugarcane,Annual,Alluvial,Borewell,10.46,758.0,24.2,52.9,6.82,87334.52,102483.99,39461.24,141293.78,75956.93,44955.11,398911.09,2.82,491485.57,1123321.62,631836.05
1298,2024,Aurangabad,Maize,Kharif,Red,Rainfed,0.63,723.3,25.6,52.7,5.86,1726.64,3718.66,1526.97,4764.18,2090.16,1265.51,1973.8,23.82,15092.12,47008.76,31916.64
1299,2022,Kolhapur,Rice,Kharif,Black,Canal,0.75,1564.2,25.5,49.6,6.94,2469.68,4981.51,2487.05,6345.64,3133.79,2123.31,2417.39,34.79,21540.99,84109.82,62568.84
1300,2025,Sangli,Sugarcane,Annual,Alluvial,Borewell,9.81,522.6,27.5,71.5,6.2,81282.35,97959.56,39414.03,153104.09,75823.79,40538.58,368101.45,3.38,488122.4,1244038.61,755916.21
1301,2023,Solapur,Rice,Kharif,Black,Canal,9.01,631.1,28.7,67.7,6.1,31235.43,65842.9,24508.84,76778.28,38880.64,24233.14,29005.5,30.56,261479.24,886449.25,624970.02
1302,2020,Pune,Maize,Kharif,Alluvial,Borewell,0.57,732.0,22.9,58.9,6.57,1357.64,3063.83,1132.6,3485.62,1435.77,1140.34,1654.51,18.62,11615.8,30812.25,19196.44
1303,2020,Solapur,Maize,Kharif,Black,Canal,1.51,545.8,33.4,66.4,6.02,4024.07,7914.58,2893.21,8463.08,4243.98,2537.63,4888.54,18.51,30076.55,90482.55,60406.0
1304,2024,Sangli,Onion,Rabi,Alluvial,Rainfed,8.68,739.6,27.7,66.7,6.55,57828.61,67920.78,33935.36,89801.07,48587.37,24390.35,60026.0,23.35,322463.54,1401575.96,1079112.43
1305,2023,Kolhapur,Cotton,Kharif,Black,Drip,9.78,1349.3,22.6,48.4,5.53,40828.65,66758.41,41891.62,103039.96,48757.14,29320.06,7172.91,75.96,330595.85,544857.69,214261.85
1306,2023,Nashik,Maize,Kharif,Red,Canal,1.93,804.9,24.3,74.6,7.07,5302.73,10807.15,4748.53,13221.62,5543.0,3970.62,5712.63,22.27,43593.65,127192.54,83598.89
1307,2021,Kolhapur,Onion,Rabi,Alluvial,Rainfed,8.53,1504.7,25.1,62.2,7.26,48804.65,57308.84,28853.21,79118.89,48940.06,25634.51,61150.78,26.74,288660.15,1635183.3,1346523.14
1308,2019,Ahmednagar,Onion,Rabi,Red,Canal,0.76,615.4,23.7,66.5,6.01,4100.36,5280.37,2229.02,6566.16,3750.81,1990.15,6397.7,19.31,23916.87,123526.19,99609.32
1309,2022,Aurangabad,Onion,Rabi,Alluvial,Drip,11.28,604.7,24.4,66.1,6.29,63477.65,84148.9,45760.1,98411.03,51644.55,31028.62,86089.37,18.38,374470.86,1582617.6,1208146.74
1310,2020,Satara,Rice,Kharif,Red,Drip,4.38,1096.2,24.5,51.2,7.31,13817.02,32419.97,13658.21,36202.99,16275.13,10575.03,14630.45,31.26,122948.35,457300.5,334352.15
1311,2022,Sangli,Rice,Kharif,Black,Rainfed,2.44,588.7,27.3,77.0,7.96,8133.75,17179.0,7643.78,21943.01,9833.65,6249.3,6718.88,33.36,70982.49,224126.62,153144.14
1312,2022,Pune,Maize,Kharif,Alluvial,Canal,2.25,771.8,26.5,77.6,6.84,5795.56,13158.4,5111.18,15086.77,6929.04,4239.78,7297.46,23.92,50320.74,174548.13,124227.39
1313,2025,Ahmednagar,Onion,Rabi,Loamy,Canal,8.93,768.8,25.4,61.4,5.84,57899.17,70018.28,40404.87,98616.04,45216.91,30079.06,69211.54,25.26,342234.32,1747956.34,1405722.02
1314,2019,Kolhapur,Maize,Kharif,Black,Drip,10.62,1204.7,24.5,51.4,6.17,25795.49,49511.62,19226.38,59817.88,27515.81,18303.71,34637.85,25.36,200170.89,878580.23,678409.34
1315,2024,Ahmednagar,Maize,Kharif,Red,Canal,6.21,673.2,24.4,70.1,6.53,18585.43,39390.66,15524.22,50841.99,21657.85,13818.52,18134.04,25.98,159818.65,471134.64,311315.99
1316,2020,Satara,Maize,Kharif,Black,Borewell,8.08,975.9,27.0,65.4,6.57,20235.65,40683.06,18137.25,51862.46,22119.75,14799.99,26601.3,29.0,167838.16,771338.45,603500.29
1317,2019,Nashik,Rice,Kharif,Loamy,Borewell,4.16,647.9,20.6,67.1,6.89,12937.13,26372.0,10960.4,33004.57,16938.89,8357.02,11694.75,32.99,108569.99,385788.84,277218.84
1318,2019,Satara,Wheat,Rabi,Black,Rainfed,11.13,845.1,23.2,57.3,7.14,30147.77,53175.1,27290.63,69873.81,24361.31,19330.06,25597.38,34.26,224178.67,877038.88,652860.21
1319,2021,Nashik,Sugarcane,Annual,Black,Rainfed,2.78,710.5,22.1,63.6,6.26,20218.41,25138.04,9416.81,36745.69,21417.43,10569.2,90128.05,2.89,123505.58,260792.51,137286.92
1320,2025,Pune,Cotton,Kharif,Black,Rainfed,9.9,710.3,28.6,69.9,7.04,54358.52,60617.97,46936.85,98745.25,54716.11,28208.05,7162.91,72.7,343582.74,520761.82,177179.09
1321,2020,Satara,Soybean,Kharif,Alluvial,Rainfed,1.91,1025.6,23.1,74.5,6.3,5172.96,7912.0,3821.55,8491.87,2991.19,2944.06,2075.34,45.02,31333.63,93429.25,62095.62
1322,2025,Ahmednagar,Rice,Kharif,Alluvial,Canal,0.72,559.7,25.3,62.5,6.85,2567.23,5333.85,2591.22,6959.98,3651.56,2053.13,1729.95,28.58,23156.98,49447.38,26290.39
1323,2025,Ahmednagar,Onion,Rabi,Red,Rainfed,2.03,611.2,24.9,71.2,7.78,11953.04,16926.43,8110.15,25406.52,12244.78,6652.8,13663.11,27.98,81293.72,382277.15,300983.43
1324,2023,Pune,Rice,Kharif,Red,Drip,1.37,869.6,24.9,54.0,5.73,4921.76,9569.75,4898.02,11715.39,6076.91,3551.78,4354.5,31.3,40733.61,136311.15,95577.54
1325,2025,Ahmednagar,Cotton,Kharif,Black,Rainfed,1.6,656.1,24.3,79.4,7.32,8313.98,11434.82,7738.74,19634.02,9155.16,5154.85,1116.78,72.14,61431.58,80562.83,19131.26
1326,2021,Aurangabad,Soybean,Kharif,Red,Borewell,1.27,644.6,26.9,62.7,6.94,3502.98,4994.42,2365.27,6068.01,2241.53,1877.86,1411.58,48.49,21050.09,68449.99,47399.91
1327,2025,Ahmednagar,Rice,Kharif,Alluvial,Borewell,9.22,607.5,23.3,56.1,6.99,34170.45,67161.76,34512.97,85287.41,36606.28,29127.38,25666.08,38.93,286866.25,999227.44,712361.19
1328,2023,Satara,Tomato,Rabi,Red,Borewell,6.87,1016.9,23.4,61.4,6.2,35204.53,53139.84,26750.59,68872.56,41108.0,21280.13,71153.14,27.39,246355.65,1949227.15,1702871.5
1329,2019,Solapur,Rice,Kharif,Loamy,Rainfed,3.77,425.6,26.0,62.2,6.99,11821.04,25420.52,10030.04,29160.74,14608.13,8067.74,8897.25,22.26,99108.19,198095.99,98987.8
1330,2025,Aurangabad,Maize,Kharif,Alluvial,Canal,10.45,623.5,28.7,56.1,7.08,28332.19,71599.85,19652.52,66989.47,35961.58,23512.87,31084.91,21.69,246048.48,674224.24,428175.76
1331,2021,Nashik,Wheat,Rabi,Loamy,Rainfed,5.1,934.7,24.2,64.4,7.01,14697.94,29004.28,12697.44,30347.12,12829.84,9058.9,13001.56,29.75,108635.51,386785.28,278149.77
1332,2022,Kolhapur,Tomato,Rabi,Alluvial,Borewell,1.71,1568.7,20.7,57.5,5.64,7920.47,13271.4,6648.96,17330.28,9574.2,5229.76,17334.21,27.86,59975.07,482995.69,423020.62
1333,2021,Sangli,Soybean,Kharif,Loamy,Drip,1.23,667.8,26.7,67.2,5.27,3368.17,4662.94,2532.63,4734.87,2263.36,1966.85,1665.88,44.68,19528.82,74435.16,54906.33
1334,2024,Aurangabad,Rice,Kharif,Alluvial,Drip,6.49,681.9,26.7,67.9,6.56,26250.11,52763.53,26428.44,56493.98,34262.09,16384.2,20395.53,35.14,212582.36,716788.29,504205.94
1335,2024,Aurangabad,Wheat,Rabi,Black,Borewell,3.56,625.5,26.1,63.8,6.96,10301.37,20763.99,7719.94,26437.13,10094.49,7411.2,10592.27,25.05,82728.12,265303.86,182575.74
1336,2019,Nashik,Sugarcane,Annual,Red,Borewell,0.86,828.1,27.9,63.8,6.19,5273.43,6782.89,2492.44,12051.39,5725.33,2809.38,30728.11,3.27,35134.85,100610.86,65476.01
1337,2024,Nashik,Tomato,Rabi,Red,Rainfed,4.2,578.9,21.2,46.7,5.83,21137.56,34651.57,20420.25,52737.2,22761.57,13111.97,25676.22,31.21,164820.12,801479.9,636659.78
1338,2021,Satara,Onion,Rabi,Red,Borewell,8.18,935.1,22.6,48.1,7.23,45339.8,59686.73,27809.94,69690.15,40243.74,24361.22,62076.2,28.29,267131.59,1756245.62,1489114.03
1339,2025,Satara,Rice,Kharif,Loamy,Borewell,6.43,934.3,25.6,62.0,6.87,23001.88,51955.16,20627.93,59714.9,35776.96,17861.99,19073.23,30.27,208938.82,577370.7,368431.88
1340,2025,Kolhapur,Cotton,Kharif,Loamy,Canal,1.44,1564.5,26.3,84.4,7.42,7993.03,10096.15,5823.45,18178.56,8300.96,4663.19,1111.59,80.16,55055.34,89101.26,34045.92
1341,2022,Sangli,Sugarcane,Annual,Alluvial,Drip,11.44,664.4,28.8,59.5,6.79,76369.93,113911.94,40345.32,178626.52,80969.59,40645.25,448389.03,3.67,530868.54,1643835.94,1112967.4
1342,2019,Nashik,Sugarcane,Annual,Alluvial,Borewell,3.3,812.5,22.8,48.3,7.02,22657.15,28631.56,10695.39,38430.24,24179.87,11881.3,128115.42,2.8,136475.51,359083.09,222607.59
1343,2024,Satara,Sugarcane,Annual,Red,Rainfed,5.8,951.5,23.2,60.7,6.66,46502.25,64529.96,20934.03,92544.34,48958.43,24762.61,179652.33,2.72,298231.62,487966.71,189735.09
1344,2025,Pune,Rice,Kharif,Black,Borewell,1.53,791.7,25.9,55.9,7.42,6089.17,13336.72,5927.09,15879.16,7497.6,4546.33,4849.86,35.36,53276.07,171467.76,118191.69
1345,2022,Ahmednagar,Wheat,Rabi,Alluvial,Drip,7.2,737.8,27.1,48.4,6.45,21882.24,42347.37,18708.54,48427.92,20846.8,15146.72,22325.13,28.31,167359.59,632031.26,464671.68
1346,2025,Nashik,Cotton,Kharif,Black,Borewell,11.86,780.6,24.6,56.3,6.25,58331.64,94517.25,58985.42,140458.39,62130.64,38544.19,9261.44,85.03,452967.53,787478.96,334511.43
1347,2021,Satara,Sugarcane,Annual,Loamy,Borewell,5.49,1041.6,26.5,50.2,5.62,35543.36,57679.41,18490.78,76588.0,41142.6,23160.13,199566.98,2.87,252604.28,571979.35,319375.07
1348,2025,Solapur,Cotton,Kharif,Black,Rainfed,0.57,719.4,26.8,57.9,8.06,3087.14,4440.77,2594.85,6251.57,3059.88,2038.53,419.99,57.35,21472.74,24088.31,2615.58
1349,2022,Nashik,Tomato,Rabi,Loamy,Canal,9.67,749.4,23.9,70.3,6.18,38772.36,71354.43,42456.28,104653.95,47771.82,31799.49,94567.1,26.47,336808.32,2503017.71,2166209.39
1350,2022,Aurangabad,Tomato,Rabi,Black,Rainfed,11.64,693.8,24.8,63.1,6.85,55754.36,98153.63,40714.7,133807.75,68922.87,32809.24,96805.45,31.73,430162.55,3071280.27,2641117.71
1351,2024,Kolhapur,Maize,Kharif,Red,Borewell,8.87,1429.3,24.6,60.3,5.76,27315.57,51740.73,19135.92,64485.46,30024.08,16882.18,26740.06,30.11,209583.94,805219.06,595635.12
1352,2021,Ahmednagar,Tomato,Rabi,Loamy,Borewell,4.85,688.1,22.9,53.2,7.27,22705.62,37914.57,18384.04,48699.09,26456.17,12266.07,51361.18,18.29,166425.56,939327.54,772901.98
1353,2024,Aurangabad,Rice,Kharif,Loamy,Borewell,10.26,762.3,25.4,66.9,8.1,35945.58,73011.42,41115.79,94127.44,51151.2,21802.41,29223.98,35.24,317153.83,1029725.64,712571.81
1354,2022,Pune,Maize,Kharif,Alluvial,Borewell,9.58,542.1,23.9,64.5,7.32,28322.26,50692.59,22527.14,67281.99,26790.1,18171.24,31897.69,19.97,213785.32,636992.1,423206.78
1355,2025,Solapur,Tomato,Rabi,Alluvial,Canal,1.22,795.8,27.6,58.1,6.04,6798.5,10636.74,5553.76,15220.42,7511.88,4255.74,13202.45,30.61,49977.05,404119.83,354142.78
1356,2023,Pune,Wheat,Rabi,Black,Drip,1.44,442.8,25.0,45.6,5.97,4141.56,8496.37,3592.75,11631.74,4150.63,2593.4,3203.14,29.01,34606.45,92925.5,58319.05
1357,2025,Solapur,Onion,Rabi,Black,Canal,2.33,414.8,25.1,74.3,7.0,14141.24,21265.08,9195.67,24143.89,16215.96,6903.55,20283.75,31.12,91865.39,631264.52,539399.12
1358,2022,Nashik,Tomato,Rabi,Alluvial,Canal,1.95,1030.6,20.9,57.8,5.85,8624.86,14935.53,6724.68,22064.76,11419.49,5577.7,21920.74,25.54,69347.01,559927.27,490580.26
1359,2019,Solapur,Tomato,Rabi,Red,Drip,10.45,327.9,26.4,67.0,6.92,39308.55,74946.8,37247.8,90763.42,52328.29,25946.91,81763.6,21.99,320541.76,1798365.48,1477823.72
1360,2023,Kolhapur,Soybean,Kharif,Black,Rainfed,3.53,1526.3,22.6,59.6,6.16,12272.06,14449.79,7187.93,15750.3,6660.88,6626.03,3498.13,63.01,62946.99,220412.66,157465.68
1361,2021,Nashik,Cotton,Kharif,Red,Rainfed,6.03,601.1,23.2,66.9,6.91,29158.36,33090.64,25340.38,61571.15,28440.16,17666.65,3671.94,49.83,195267.34,182966.14,-12301.2
1362,2022,Pune,Onion,Rabi,Loamy,Borewell,1.85,519.5,22.8,65.4,6.11,10809.36,13095.03,7385.3,18155.8,9778.21,5770.52,12637.78,25.0,64994.23,315917.42,250923.19
1363,2024,Pune,Cotton,Kharif,Loamy,Rainfed,10.41,733.1,24.0,56.1,6.89,52750.37,74346.28,46209.27,104144.66,54838.56,38545.35,6319.55,82.24,370834.49,519718.46,148883.98
1364,2023,Sangli,Onion,Rabi,Loamy,Canal,9.85,507.1,26.6,62.6,7.12,58706.17,76185.97,40566.6,92009.54,59398.01,24298.66,75338.9,29.25,351164.95,2203994.23,1852829.28
1365,2019,Aurangabad,Rice,Kharif,Red,Canal,10.72,824.7,25.9,65.1,6.92,33022.73,62280.97,29384.16,80357.67,44745.59,24497.79,32857.05,27.07,274288.91,889426.87,615137.96
1366,2020,Solapur,Sugarcane,Annual,Alluvial,Canal,8.67,610.7,26.2,70.1,6.3,55887.56,68711.48,26221.53,109101.4,59549.73,36707.23,378157.26,2.63,356178.93,994396.68,638217.75
1367,2022,Satara,Tomato,Rabi,Black,Drip,1.91,968.0,24.0,69.0,6.14,8654.54,14592.86,6906.35,22318.12,11727.92,6541.91,23255.66,29.84,70741.68,693840.91,623099.23
1368,2019,Kolhapur,Cotton,Kharif,Alluvial,Borewell,6.28,1406.1,25.8,74.9,6.42,23825.36,40241.26,21049.76,55680.17,24027.98,17566.76,4207.13,59.83,182391.29,251726.52,69335.23
1369,2024,Nashik,Soybean,Kharif,Black,Canal,1.73,715.8,24.8,60.7,6.13,5305.95,8046.53,3932.47,10816.31,3385.35,3036.41,2308.47,48.63,34523.04,112271.98,77748.94
1370,2023,Nashik,Cotton,Kharif,Loamy,Borewell,11.08,811.3,23.9,64.6,6.9,49677.16,70115.59,43704.48,106380.07,58205.4,33999.2,7272.78,71.74,362081.9,521750.53,159668.63
1371,2025,Solapur,Soybean,Kharif,Black,Canal,6.11,557.7,24.5,70.3,6.58,22209.15,28035.73,12544.38,31312.35,12108.59,12324.47,6996.14,41.42,118534.67,289814.78,171280.11
1372,2024,Sangli,Cotton,Kharif,Alluvial,Drip,6.87,625.6,25.4,63.7,7.26,41163.66,44768.32,30049.49,85127.17,39548.55,18467.39,5572.82,75.57,259124.57,421121.46,161996.89
1373,2021,Sangli,Tomato,Rabi,Loamy,Drip,6.62,576.6,27.0,60.7,6.66,31231.21,49956.47,27952.42,60349.59,33228.77,19412.87,66892.41,26.19,222131.32,1752192.06,1530060.74
1374,2023,Ahmednagar,Wheat,Rabi,Loamy,Drip,3.21,669.8,23.2,56.5,5.71,9646.42,20339.51,9281.31,25053.77,9008.56,6923.81,9434.37,28.94,80253.38,272990.84,192737.46
1375,2024,Kolhapur,Sugarcane,Annual,Loamy,Rainfed,7.17,1500.6,25.9,64.2,6.65,55208.19,78971.27,32524.14,109855.0,58814.85,33730.49,240855.93,3.53,369103.95,850985.82,481881.87
1376,2022,Solapur,Soybean,Kharif,Red,Drip,4.09,518.6,24.1,53.0,7.04,14253.69,18102.99,8733.5,20160.5,8054.45,6298.26,4374.12,51.95,75603.39,227256.54,151653.15
1377,2025,Kolhapur,Maize,Kharif,Loamy,Borewell,10.5,1397.9,28.1,68.4,6.94,28570.14,65309.04,24419.0,78023.67,37036.55,25439.55,29882.74,27.06,258797.94,808658.39,549860.45
1378,2024,Nashik,Onion,Rabi,Red,Borewell,9.49,627.4,22.2,43.3,6.22,57930.65,81715.7,36460.9,104404.42,49310.83,26818.11,72149.23,24.85,356640.61,1792839.84,1436199.24
1379,2024,Kolhapur,Cotton,Kharif,Red,Canal,3.64,1611.9,23.8,63.9,6.36,20185.06,23791.37,16288.61,42183.0,18916.88,13008.34,2838.27,90.52,134373.27,256917.61,122544.33
1380,2020,Sangli,Soybean,Kharif,Black,Drip,8.97,756.4,24.9,59.1,6.96,26017.52,33550.39,16811.18,36676.28,17984.35,13071.59,13297.84,32.8,144111.31,436175.6,292064.28
1381,2020,Pune,Soybean,Kharif,Alluvial,Borewell,9.05,870.0,25.0,53.2,7.9,26195.08,36421.7,16235.61,42089.78,18344.0,12461.29,13257.75,41.66,151747.44,552352.14,400604.69
1382,2022,Sangli,Sugarcane,Annual,Black,Drip,11.82,842.4,28.1,53.5,6.0,77999.84,128831.39,33463.39,179310.11,90598.71,47400.44,550731.7,3.13,557603.87,1722143.15,1164539.28
1383,2020,Kolhapur,Maize,Kharif,Black,Canal,6.98,1316.0,27.4,49.2,6.41,17937.69,36461.3,14052.89,43906.19,16657.42,12970.5,20628.48,23.1,141985.98,476606.84,334620.86
1384,2024,Ahmednagar,Cotton,Kharif,Black,Borewell,7.51,710.0,23.6,65.3,6.74,39562.19,58214.32,32282.65,72238.17,38732.51,21596.85,5395.12,84.09,262626.7,453662.25,191035.55
1385,2025,Pune,Wheat,Rabi,Black,Canal,4.6,966.8,25.1,72.9,6.04,15691.81,33507.02,12232.92,36750.19,13132.5,10414.13,13631.87,26.11,121728.57,355918.99,234190.42
1386,2022,Nashik,Cotton,Kharif,Alluvial,Rainfed,6.85,606.9,27.8,61.6,6.28,32762.16,42477.06,27630.4,66288.78,29995.94,20030.65,4558.99,62.54,219184.98,285105.81,65920.82
1387,2020,Ahmednagar,Tomato,Rabi,Black,Rainfed,11.82,796.9,25.2,69.8,6.97,49458.22,85175.81,44233.61,110619.53,62350.0,26936.98,121750.81,29.03,378774.15,3533825.64,3155051.49
1388,2019,Aurangabad,Cotton,Kharif,Red,Rainfed,6.13,533.0,24.2,71.9,7.11,26872.7,36460.92,21179.23,49059.91,25317.77,15813.18,3330.79,55.93,174703.72,186289.12,11585.41
1389,2025,Solapur,Onion,Rabi,Loamy,Drip,9.27,598.7,28.1,60.5,7.11,62055.8,81962.91,32377.39,90687.75,50797.57,27558.11,79393.62,23.38,345439.53,1856602.25,1511162.71
1390,2020,Satara,Tomato,Rabi,Black,Drip,6.81,840.2,22.3,60.0,6.22,33111.76,41542.5,26734.83,72250.36,34900.23,17528.62,74918.14,23.92,226068.29,1791757.9,1565689.61
1391,2022,Kolhapur,Soybean,Kharif,Loamy,Canal,3.91,1438.9,22.8,60.8,5.98,11796.48,16033.86,7276.1,19666.0,8040.66,6809.35,4799.38,41.81,69622.45,200672.44,131049.99
1392,2023,Aurangabad,Wheat,Rabi,Alluvial,Rainfed,7.53,401.9,24.3,59.3,6.98,21740.74,46625.69,19680.63,59499.85,22081.87,16426.95,13650.99,29.42,186055.73,401646.66,215590.92
1393,2022,Sangli,Onion,Rabi,Red,Canal,10.66,596.9,27.0,62.2,6.54,52673.41,82821.57,39349.14,110740.96,52792.8,30244.97,67575.77,26.9,368622.85,1817797.03,1449174.18
1394,2022,Solapur,Maize,Kharif,Alluvial,Canal,5.64,647.2,29.0,55.7,6.52,15001.39,29695.2,11297.41,39743.1,16818.88,11310.35,17131.07,22.61,123866.33,387369.13,263502.79
1395,2025,Pune,Wheat,Rabi,Black,Drip,9.52,654.2,28.2,70.1,6.43,33121.76,63222.27,29581.31,82147.36,29603.99,22188.01,24724.76,42.42,259864.72,1048864.73,789000.02
1396,2021,Sangli,Cotton,Kharif,Alluvial,Rainfed,3.84,727.7,25.7,51.0,6.59,16621.1,26878.65,14088.58,34193.7,17447.85,11672.95,2633.41,70.36,120902.83,185284.08,64381.25
1397,2022,Aurangabad,Soybean,Kharif,Black,Borewell,2.33,770.4,29.3,56.3,6.97,7658.99,9214.52,4721.83,12134.34,4752.64,3451.98,2941.27,37.43,41934.3,110078.35,68144.06
1398,2019,Kolhapur,Cotton,Kharif,Red,Canal,8.06,1477.5,24.1,55.7,6.87,34769.38,44126.49,29371.94,70450.99,34968.07,23297.15,6033.89,48.62,236984.02,293343.07,56359.05
1399,2022,Ahmednagar,Soybean,Kharif,Alluvial,Borewell,8.71,432.7,27.5,67.9,7.42,26984.45,33564.57,19652.44,40805.42,15521.69,14061.29,9366.73,44.06,150589.86,412656.52,262066.66
1400,2025,Kolhapur,Wheat,Rabi,Black,Borewell,6.79,1496.9,28.0,60.7,6.78,20822.98,48580.31,20596.5,59882.31,22834.63,15870.35,21001.59,27.82,188587.07,584243.28,395656.21
1401,2025,Sangli,Sugarcane,Annual,Alluvial,Borewell,8.84,637.2,30.9,66.8,7.49,68053.97,101901.89,38033.94,138455.7,68034.53,42471.76,328732.04,3.09,456951.78,1014192.27,557240.49
1402,2024,Ahmednagar,Rice,Kharif,Alluvial,Rainfed,3.26,483.6,27.1,64.9,6.23,11556.13,26058.81,10936.6,25827.45,13982.62,8483.18,8316.25,39.58,96844.79,329125.81,232281.01
1403,2023,Sangli,Onion,Rabi,Alluvial,Borewell,8.37,655.5,27.1,61.0,7.11,50971.05,59416.96,29538.69,75680.45,43576.83,28869.98,71542.64,24.44,288053.97,1748698.28,1460644.31
1404,2024,Pune,Wheat,Rabi,Red,Borewell,6.22,664.0,25.4,70.2,6.87,19379.93,38978.29,15475.5,52878.9,15739.1,14780.59,15512.06,24.04,157232.3,372833.27,215600.97
1405,2022,Pune,Maize,Kharif,Red,Canal,4.72,759.2,26.9,56.2,6.03,13678.23,30751.76,10592.64,28760.02,12845.74,8022.88,13570.29,21.63,104651.27,293533.24,188881.97
1406,2019,Nashik,Onion,Rabi,Red,Drip,3.77,671.7,23.3,63.6,6.66,19330.16,25290.07,13600.66,31048.35,15252.38,10335.06,30857.91,22.59,114856.68,697143.09,582286.42
1407,2025,Sangli,Maize,Kharif,Alluvial,Borewell,1.19,793.3,28.4,70.6,6.09,3823.44,7211.86,3050.62,8967.58,3735.27,2528.83,4248.47,24.17,29317.59,102674.38,73356.79
1408,2021,Ahmednagar,Sugarcane,Annual,Red,Canal,8.23,537.5,24.5,54.8,7.18,55949.48,76958.22,24547.74,103850.36,59502.33,32474.33,255056.17,3.04,353282.45,774639.52,421357.07
1409,2019,Satara,Cotton,Kharif,Loamy,Canal,5.43,728.7,24.5,57.5,6.96,21854.28,27493.57,18542.19,53901.92,24330.64,13691.5,3805.05,61.1,159814.1,232502.41,72688.31
1410,2022,Sangli,Maize,Kharif,Red,Rainfed,3.04,767.9,25.8,70.6,7.45,7838.78,16918.53,5984.82,20902.86,8823.45,6034.88,7988.48,26.0,66503.31,207662.62,141159.3
1411,2019,Satara,Wheat,Rabi,Loamy,Drip,1.53,1001.1,22.1,63.3,7.43,3496.37,6554.1,3449.7,10029.74,3727.15,2861.8,4083.14,20.92,30118.86,85413.96,55295.1
1412,2019,Ahmednagar,Cotton,Kharif,Loamy,Borewell,8.42,569.2,23.1,63.3,7.22,34747.85,56466.41,32013.03,82752.54,31232.68,20653.46,5885.29,67.25,257865.96,395766.02,137900.05
1413,2019,Ahmednagar,Cotton,Kharif,Alluvial,Drip,10.63,656.0,23.3,48.5,5.73,48916.22,59698.94,42512.39,106758.7,46490.01,31119.26,8269.77,79.25,335495.52,655400.54,319905.02
1414,2024,Pune,Rice,Kharif,Loamy,Borewell,9.58,704.5,26.0,54.7,6.79,31444.58,73016.93,36177.62,94535.12,44302.67,29426.42,25972.52,31.11,308903.34,808117.73,499214.4
1415,2020,Nashik,Sugarcane,Annual,Red,Drip,5.73,909.7,23.1,69.6,6.2,34702.25,54530.16,19903.84,75736.9,41686.78,19499.49,222194.93,2.91,246059.42,646984.99,400925.58
1416,2024,Kolhapur,Cotton,Kharif,Loamy,Borewell,2.99,1682.3,26.0,70.3,7.51,16537.15,19790.78,12261.08,32247.44,14617.98,10149.51,2334.52,78.23,105603.94,182620.12,77016.18
1417,2025,Sangli,Maize,Kharif,Red,Drip,10.16,555.8,26.2,50.2,6.82,33033.5,63273.51,25416.2,78131.37,26888.27,19417.0,29218.67,24.83,246159.85,725476.01,479316.16
1418,2022,Satara,Cotton,Kharif,Red,Borewell,5.14,937.7,24.6,59.6,7.58,26149.02,34479.12,21164.78,38492.95,27019.05,13922.61,2991.63,67.25,161227.54,201181.05,39953.51
